transakcja_id,konto_id,kwota,data_transakcji,kategoria_wydatku,metoda_platnosci,miasto_transakcji,kraj_transakcji,status_transakcji
507210,10199,34.18,2025-02-25 09:48:37,Paliwo i Transport,BLIK,Tychy,Polska,Zakonczona
507211,10866,104.94,2025-05-27 16:42:29,Elektronika,BLIK,Rzym,Włochy,Odrzucona
507212,10738,31.77,2025-12-11 07:48:51,Paliwo i Transport,BLIK,Orzesze,Polska,Zakonczona
507213,10842,4954.76,2025-08-31 23:26:10,Zdrowie i Apteki,Karta,Mikołów,Polska,Zakonczona
507214,11385,25.12,2025-09-29 16:53:29,Elektronika,BLIK,Orzesze,Polska,Zakonczona
507215,10976,30.22,2025-12-10 06:41:40,Supermarkety,BLIK,Zabrze,Polska,Zakonczona
507216,11473,6.55,2025-12-05 06:30:43,Supermarkety,BLIK, Gliwice,Polska,Zakonczona
507217,10581,139.46,2025-12-24 17:30:33,Zakupy Odzieżowe,BLIK,Rybnik,Polska,Zakonczona
507218,10716,49.87,2025-07-11 11:16:50,Elektronika,BLIK,Orzesze,Polska,Zakonczona
507219,11249,86.29,2025-10-13 06:17:25,Supermarkety,Karta,Orzesze,Polska,Zakonczona
507220,10031,,2025-10-19 14:47:32,Przelew,BLIK,,,
507221,10964,13.31,2025-07-28 13:33:56,Przelew,Przelew Krajowy,,,Zakonczona
507222,10007,354.52,2025-11-13 02:12:39,Rachunki i Opłaty,Online,,,Zakonczona
507223,10006,1845.56,2025-04-16 07:20:24,Paliwo i Transport,Online,,,Zakonczona
507224,10816,2777.93,2025-04-15 10:37:16,Przelew,Przelew Krajowy,,,Zakonczona
507225,10563,,2025-09-24 22:56:18,Przelew,BLIK,,,
507226,11367,75.88,2025-03-17 07:47:08,Paliwo i Transport,BLIK,Rybnik,Polska,Zakonczona
507227,11249,124.58,2025-10-12 08:17:35,Paliwo i Transport,Online,,,Zakonczona
507228,11044,226.14,2025-10-30 18:19:55,Edukacja,Karta,Chorzów,Polska,Zakonczona
507229,11383,407.65,2025-12-22 12:28:40,Rachunki i Opłaty,Online,,,Zakonczona
507230,11174,9.03,2025-01-29 22:02:32,Przelew,Przelew Krajowy,,,Zakonczona
507231,11344,1645.0,2025-07-10 15:40:00,Supermarkety,Online,,,Zakonczona
507232,10879,71.73,2025-04-07 08:20:44,Supermarkety,Karta,Sosnowiec,Polska,Zakonczona
507233,10292,25.15,2025-04-08 17:08:06,Rachunki i Opłaty,Online,,,Zakonczona
507234,11224,26.41,2025-12-10 11:39:52,Zdrowie i Apteki,Karta,Zabrze,Polska,Zakonczona
507235,10461,48.84,2025-12-14 15:41:57,Rozrywka i Streaming,BLIK,Bytom,Polska,Zakonczona
507236,10403,99.74,2025-09-26 18:20:48,Restauracje i Bary,Karta,Katowice,Polska,Zakonczona
507237,11080,71.48,2025-02-16 11:50:53,Edukacja,Karta,Zabrze,Polska,Zakonczona
507238,10306,26.51,2025-02-19 22:15:16,Zakupy Odzieżowe,BLIK,Rybnik,Polska,Zakonczona
507239,10124,68.57,2025-03-02 14:03:16,Rozrywka i Streaming,Online,,,Zakonczona
507240,11120,9.47,2025-07-16 08:47:36,Paliwo i Transport,BLIK,Chorzów,Polska,Zakonczona
507241,10871,16.15,2025-11-22 08:30:52,Supermarkety,BLIK,Katowice,Polska,Zakonczona
507242,10072,41.86,2025-08-11 06:51:18,Paliwo i Transport,BLIK, Katowice,Polska,Zakonczona
507243,10128,,2025-05-01 10:27:25,Przelew,BLIK,,,
507244,10736,292.59,2025-02-09 10:30:00,Elektronika,Karta,Chorzów,Polska,Zakonczona
507245,10563,,2025-06-25 13:27:07,Zdrowie i Apteki,Online,,,
507246,10994,307.31,2025-04-16 08:54:06,Paliwo i Transport,BLIK,Tychy,Polska,Zakonczona
507247,10647,24.27,2025-04-07 11:16:30,Zdrowie i Apteki,BLIK,Warszawa,Polska,Zakonczona
507248,10163,268.42,2025-08-20 15:58:43,Zdrowie i Apteki,BLIK,Tychy,Polska,Zakonczona
507249,10696,67.54,2025-10-12 10:08:10,Supermarkety,Karta,Bytom,Polska,Zakonczona
507250,10623,24.62,2025-11-24 19:10:17,Supermarkety,Karta,Mikołów,Polska,Zakonczona
507251,11330,43.22,2025-10-01 13:13:25,Elektronika,Karta,Mikołów,Polska,Zakonczona
507252,11401,4895.08,2025-06-08 17:24:26,Supermarkety,Online,,,Zakonczona
507253,10390,60.94,2025-01-02 09:25:02,Paliwo i Transport,Karta,Zabrze,Polska,Zakonczona
507254,10785,79.74,2025-07-21 07:35:44,Supermarkety,Karta,Chorzów,Polska,Zakonczona
507255,11440,20.58,2025-05-17 06:36:07,Paliwo i Transport,Karta,Bytom,Polska,Zakonczona
507256,10847,218.23,2025-08-12 22:02:48,Supermarkety,BLIK,Mikołów,Polska,Zakonczona
507257,10037,,2025-02-11 07:54:11,Paliwo i Transport,Online,,,
507258,11385,45.32,2025-03-03 17:11:03,Zakupy Odzieżowe,Online,,,Zakonczona
507259,10894,14.67,2025-03-16 08:45:15,Paliwo i Transport,Karta,Katowice,Polska,Zakonczona
507260,10412,25.81,2025-02-17 16:42:48,Przelew,Przelew Krajowy,,,Zakonczona
507261,11330,96.97,2025-09-10 06:27:13,Paliwo i Transport,Karta,Mikołów,Polska,Zakonczona
507262,10021,70.89,2025-03-31 08:28:39,Paliwo i Transport,BLIK,Bytom,Polska,Zakonczona
507263,10055,43.37,2025-12-20 18:44:55,Supermarkety,Karta,Tychy,Polska,Zakonczona
507264,11310,111.12,2025-08-16 08:56:49,Paliwo i Transport,BLIK,Tychy  ,Polska,Zakonczona
507265,11294,49.14,2025-06-03 14:39:29,Zdrowie i Apteki,Karta,Gdańsk,Polska,Zakonczona
507266,10653,226.39,2025-03-03 15:36:05,Supermarkety,BLIK,Tychy,Polska,Zakonczona
507267,11435,229.82,2025-02-22 07:55:15,Supermarkety,Karta,Sosnowiec,Polska,Zakonczona
507268,10494,75.85,2025-06-10 15:10:14,Zakupy Odzieżowe,BLIK,Mikołów,Polska,Zakonczona
507269,11202,467.98,2025-04-20 17:13:58,Restauracje i Bary,Online,,,Zakonczona
507270,11358,,2025-12-04 15:11:56,Przelew,Karta,,,
507271,10233,39.41,2025-03-08 22:20:45,Restauracje i Bary,Karta,Kraków,Polska,Zakonczona
507272,10993,157.55,2025-11-02 14:58:56,Restauracje i Bary,BLIK,Chorzów,Polska,Zakonczona
507273,10840,43.97,2025-08-12 14:52:27,Edukacja,Online,,,Zakonczona
507274,11404,60.49,2025-12-02 18:31:44,Elektronika,Karta,Orzesze,Polska,Zakonczona
507275,10019,65.67,2025-07-23 06:38:20,Supermarkety,Online,,,Zakonczona
507276,10739,141.62,2025-12-05 12:52:08,Elektronika,BLIK,Sosnowiec,Polska,Zakonczona
507277,10143,95.38,2025-04-25 12:11:27,Zdrowie i Apteki,Karta,Zabrze,Polska,Zakonczona
507278,11258,14.63,2025-05-23 16:51:45,Rozrywka i Streaming,Online,,,Zakonczona
507279,10217,61.08,2025-06-28 13:39:09,Restauracje i Bary,Karta,Mikołów,Polska,Zakonczona
507280,10220,15.64,2025-02-04 11:52:45,Elektronika,BLIK,Londyn,Wielka Brytania,Zakonczona
507281,10707,59.53,2025-06-30 12:19:52,Edukacja,Karta,Gliwice,Polska,Zakonczona
507282,11491,14.94,2025-04-05 12:20:58,Przelew,Przelew Krajowy,,,Zakonczona
507283,10069,108.91,2025-07-16 14:56:20,Przelew,Przelew Krajowy,,,Zakonczona
507284,11152,34.85,2025-12-06 07:35:04,Paliwo i Transport,Online,,,Zakonczona
507285,11447,70.44,2025-08-16 19:39:49,Rozrywka i Streaming,BLIK,Zabrze,Polska,Odrzucona
507286,11181,57.97,2025-02-12 12:13:03,Zakupy Odzieżowe,BLIK,Bytom,Polska,Zakonczona
507287,10612,13839.3,2025-10-06 14:34:40,Zakupy Odzieżowe,Karta,Londyn,Wielka Brytania,Zakonczona
507288,10805,39.13,2025-11-29 08:00:40,Paliwo i Transport,BLIK,Gliwice,Polska,Zakonczona
507289,10320,43.54,2025-12-07 22:02:52,Restauracje i Bary,Karta,Mikołów,Polska,Odrzucona
507290,10375,25.43,2025-10-23 08:50:35,Supermarkety,BLIK,Zabrze,Polska,Zakonczona
507291,10789,42.55,2025-08-25 15:10:23,Edukacja,BLIK,Rybnik,Polska,Zakonczona
507292,10505,215.1,2025-01-06 03:56:52,Elektronika,Online,,,Zakonczona
507293,11188,,2025-12-11 11:16:54,Przelew,BLIK,,,
507294,11270,,2025-10-05 15:29:47,Przelew,Karta,,,
507295,11022,67.8,2025-11-09 17:51:41,Restauracje i Bary,Karta,Orzesze,Polska,Zakonczona
507296,10283,42.0,2025-11-09 15:59:51,Rozrywka i Streaming,Online,,,Zakonczona
507297,10286,51.25,2025-09-03 06:59:40,Supermarkety,BLIK,Rybnik,Polska,Odrzucona
507298,10851,72.33,2025-01-26 14:46:53,Rozrywka i Streaming,Karta,Rybnik,Polska,Zakonczona
507299,10981,11.97,2025-01-04 17:07:50,Restauracje i Bary,BLIK,Rybnik,Polska,Zakonczona
507300,11186,53.48,2025-12-30 19:45:14,Zakupy Odzieżowe,BLIK,Tychy,Polska,Zakonczona
507301,11005,27.16,2025-11-27 15:31:39,Zakupy Odzieżowe,BLIK,Katowice,Polska,Zakonczona
507302,10761,125.34,2025-07-13 21:43:04,Supermarkety,BLIK,Kraków,Polska,Zakonczona
507303,10632,33.32,2025-06-17 07:18:45,Paliwo i Transport,BLIK,Orzesze,Polska,Zakonczona
507304,11069,,2025-07-06 14:34:09,Przelew,Karta,,,
507305,10333,161.99,2025-04-21 07:08:42,Paliwo i Transport,BLIK,Chorzów,Polska,Zakonczona
507306,10416,142.71,2025-09-29 17:41:16,Edukacja,BLIK,Gliwice,Polska,Zakonczona
507307,10895,163.15,2025-12-20 23:21:18,Edukacja,Online,,,Zakonczona
507308,10111,72.27,2025-01-29 16:35:46,Zdrowie i Apteki,Karta,Orzesze,Polska,Zakonczona
507309,11009,52.11,2025-12-19 16:37:50,Rozrywka i Streaming,BLIK,Kraków,Polska,Zakonczona
507310,10567,64.82,2025-02-12 18:43:42,Elektronika,BLIK,Sosnowiec,Polska,Odrzucona
507311,10349,36.28,2025-07-07 15:16:53,Zdrowie i Apteki,Online,,,Zakonczona
507312,10690,46.55,2025-03-14 09:00:50,Paliwo i Transport,Karta,Sosnowiec,Polska,Zakonczona
507313,10445,32.17,2025-05-25 16:30:05,Restauracje i Bary,Karta, Katowice,Polska,Zakonczona
507314,10074,1321.48,2025-10-16 11:24:10,Zdrowie i Apteki,Online,,,Zakonczona
507315,10351,60.65,2025-12-12 10:37:16,Zdrowie i Apteki,Karta,Tychy,Polska,Zakonczona
507316,10336,8.32,2025-04-21 12:35:50,Rachunki i Opłaty,Online,,,Zakonczona
507317,10884,56.52,2025-04-24 18:59:34,Elektronika,Karta, Gliwice,Polska,Zakonczona
507318,10064,,2025-12-17 01:00:42,Rozrywka i Streaming,Online,,,
507319,10351,29.92,2025-10-15 19:01:25,Supermarkety,BLIK,Tychy,Polska,Zakonczona
507320,11253,140.65,2025-10-07 11:18:58,Zakupy Odzieżowe,Karta,Chorzów,Polska,Zakonczona
507321,10643,59.25,2025-07-03 19:30:55,Zakupy Odzieżowe,BLIK,Poznań,Polska,Zakonczona
507322,10157,35.1,2025-07-09 20:55:24,Przelew,Przelew Krajowy,,,Zakonczona
507323,10865,27.86,2025-06-12 12:40:29,Zdrowie i Apteki,Karta,Orzesze,Polska,Zakonczona
507324,11155,73.79,2025-12-13 09:32:18,Paliwo i Transport,Karta, Katowice,Polska,Zakonczona
507325,11452,250.88,2025-01-08 12:17:33,Elektronika,BLIK,Zabrze,Polska,Zakonczona
507326,10997,4202.26,2025-10-06 07:56:34,Supermarkety,Online,,,Zakonczona
507327,10053,36.06,2025-08-10 15:07:51,Restauracje i Bary,BLIK,Mikołów,Polska,Zakonczona
507328,10890,44.36,2025-04-24 19:44:50,Przelew,Przelew Krajowy,,,Zakonczona
507329,11302,12.35,2025-07-19 14:54:35,Supermarkety,BLIK,Zabrze,Polska,Zakonczona
507330,10340,54.08,2025-11-03 07:18:25,Paliwo i Transport,BLIK,Orzesze,Polska,Zakonczona
507331,10309,1332.4,2025-04-30 12:22:16,Zakupy Odzieżowe,BLIK,Sosnowiec,Polska,Zakonczona
507332,10585,44.61,2025-03-16 06:25:54,Paliwo i Transport,Online,,,Zakonczona
507333,10726,88.37,2025-07-20 07:10:21,Paliwo i Transport,Karta,Mikołów,Polska,Zakonczona
507334,10021,72.18,2025-09-18 13:30:33,Zakupy Odzieżowe,Karta,Bytom,Polska,Odrzucona
507335,11475,28.64,2025-04-15 06:22:27,Paliwo i Transport,BLIK,Gliwice,Polska,Zakonczona
507336,10289,1036.78,2025-10-24 15:37:02,Restauracje i Bary,Online,,,Zakonczona
507337,10386,16.59,2025-04-13 08:04:15,Supermarkety,BLIK,Mikołów,Polska,Zakonczona
507338,10212,161.08,2025-02-11 16:19:51,Supermarkety,BLIK,Gliwice,Polska,Zakonczona
507339,11401,29.94,2025-06-01 06:11:22,Paliwo i Transport,Karta,Mikołów,Polska,Zakonczona
507340,11126,,2025-11-20 07:28:27,Przelew,Karta,,,
507341,10660,,2025-03-08 03:20:04,Elektronika,Online,,,
507342,10833,42.37,2025-10-10 14:54:15,Supermarkety,Karta,Bytom,Polska,Zakonczona
507343,10708,15.76,2025-07-22 13:20:26,Edukacja,Karta,Tychy  ,Polska,Odrzucona
507344,10325,,2025-07-13 09:24:26,Przelew,Karta,,,
507345,10597,39.28,2025-05-21 12:09:27,Elektronika,Online,,,Zakonczona
507346,10287,11.71,2025-01-19 09:43:17,Paliwo i Transport,Karta, Katowice,Polska,Zakonczona
507347,11245,34.31,2025-03-26 12:29:48,Rachunki i Opłaty,Online,,,Zakonczona
507348,11424,264.9,2025-11-14 08:28:11,Paliwo i Transport,Karta,Sosnowiec,Polska,Zakonczona
507349,10425,38.55,2025-08-17 22:07:25,Rozrywka i Streaming,BLIK,Zabrze,Polska,Zakonczona
507350,11174,27.2,2025-12-17 20:31:24,Edukacja,BLIK,Mikołów,Polska,Zakonczona
507351,11351,615.35,2025-02-07 11:14:05,Edukacja,BLIK,Sosnowiec,Polska,Zakonczona
507352,10068,39.61,2025-12-26 13:05:27,Rozrywka i Streaming,BLIK,Katowice,Polska,Zakonczona
507353,10876,60.99,2025-11-08 19:26:08,Rozrywka i Streaming,Karta,Rybnik,Polska,Zakonczona
507354,10745,,2025-02-10 13:59:54,Przelew,BLIK,,,
507355,10838,39.03,2025-12-12 22:21:19,Restauracje i Bary,Karta, Gliwice,Polska,Zakonczona
507356,11471,68.09,2025-04-23 16:46:45,Elektronika,Online,,,Zakonczona
507357,10111,76.78,2025-04-13 14:14:16,Restauracje i Bary,Karta, Gliwice,Polska,Zakonczona
507358,10719,64.71,2025-09-13 17:06:02,Restauracje i Bary,Karta,Katowice,Polska,Zakonczona
507359,10104,,2025-10-22 14:37:50,Przelew,BLIK,,,
507360,10208,32.87,2025-12-18 16:39:21,Edukacja,Karta,Zabrze,Polska,Zakonczona
507361,10601,26.51,2025-02-06 06:02:53,Supermarkety,Online,,,Zakonczona
507362,11485,79.19,2025-11-06 08:37:13,Paliwo i Transport,BLIK,Katowice,Polska,Zakonczona
507363,11386,67.72,2025-09-01 13:56:39,Edukacja,BLIK,katowice,Polska,Zakonczona
507364,10346,43.67,2025-09-25 07:03:35,Paliwo i Transport,BLIK,Poznań,Polska,Zakonczona
507365,11457,16.56,2025-01-14 22:41:29,Zakupy Odzieżowe,BLIK,Zakopane,Polska,Zakonczona
507366,10789,62.53,2025-03-08 10:09:01,Supermarkety,BLIK,Rybnik,Polska,Zakonczona
507367,10705,52.25,2025-01-30 23:16:34,Zdrowie i Apteki,Karta,Gliwice,Polska,Zakonczona
507368,10756,7025.71,2025-04-11 11:36:21,Edukacja,Karta,Rybnik,Polska,Zakonczona
507369,10328,30.76,2025-07-12 10:53:42,Zdrowie i Apteki,BLIK,Orzesze,Polska,Zakonczona
507370,10114,74.58,2025-09-22 12:50:32,Zakupy Odzieżowe,Online,,,Zakonczona
507371,11386,11.75,2025-09-27 07:32:58,Paliwo i Transport,BLIK,Mikołów,Polska,Zakonczona
507372,11388,32.22,2025-08-01 00:19:13,Elektronika,Online,,,Zakonczona
507373,10942,46.68,2025-10-27 19:44:17,Przelew,Przelew Krajowy,,,Zakonczona
507374,10251,39.16,2025-06-28 06:30:29,Paliwo i Transport,Karta,Sosnowiec,Polska,Zakonczona
507375,11116,493.8,2025-01-21 17:54:58,Przelew,Przelew Krajowy,,,Zakonczona
507376,11001,19.22,2025-01-13 01:00:24,Rozrywka i Streaming,Online,,,Zakonczona
507377,11087,243.55,2025-12-26 15:22:40,Restauracje i Bary,BLIK,Sosnowiec,Polska,Zakonczona
507378,10186,81.33,2025-11-03 17:47:27,Zdrowie i Apteki,Karta,KATOWICE  ,Polska,Zakonczona
507379,11456,33.61,2025-09-20 13:11:28,Rozrywka i Streaming,Karta,Sosnowiec,Polska,Zakonczona
507380,11349,7640.75,2025-03-06 17:22:31,Zakupy Odzieżowe,Karta,Paryż,Francja,Zakonczona
507381,10556,274.58,2025-07-09 14:59:07,Zakupy Odzieżowe,BLIK,Zabrze,Polska,Zakonczona
507382,10246,18.86,2025-06-18 07:59:03,Paliwo i Transport,BLIK,Rybnik,Polska,Zakonczona
507383,10970,679.46,2025-03-24 10:28:53,Supermarkety,BLIK,Orzesze,Polska,Zakonczona
507384,11185,76.95,2025-12-25 15:08:00,Przelew,Przelew Krajowy,,,Zakonczona
507385,10925,42.96,2025-11-25 06:27:29,Paliwo i Transport,Online,,,Zakonczona
507386,10978,691.97,2025-07-25 13:38:34,Rozrywka i Streaming,Online,,,Zakonczona
507387,10131,44.47,2025-09-09 14:41:55,Elektronika,BLIK,Sosnowiec,Polska,Zakonczona
507388,10738,1320.71,2025-10-23 20:47:33,Edukacja,Online,,,Zakonczona
507389,10705,57.8,2025-08-09 03:29:03,Przelew,Przelew Krajowy,,,Odrzucona
507390,10617,505.53,2025-06-23 10:31:13,Zakupy Odzieżowe,Online,,,Zakonczona
507391,10978,135.22,2025-08-30 06:47:56,Paliwo i Transport,Karta,Bytom,Polska,Zakonczona
507392,10501,16.75,2025-03-15 16:10:52,Rozrywka i Streaming,BLIK,Zabrze,Polska,Zakonczona
507393,10803,4911.36,2025-06-25 09:32:37,Paliwo i Transport,Karta,Bytom,Polska,Zakonczona
507394,10232,35.52,2025-02-01 12:19:54,Edukacja,BLIK,Katowice,Polska,Zakonczona
507395,10890,,2025-12-01 06:46:00,Przelew,BLIK,,,
507396,10631,8.5,2025-08-24 17:36:13,Rozrywka i Streaming,Karta,Tychy,Polska,Odrzucona
507397,11167,141.09,2025-06-11 11:19:05,Supermarkety,Karta,Gliwice,Polska,Zakonczona
507398,10529,33.73,2025-05-30 09:28:55,Supermarkety,Karta,Sosnowiec,Polska,Zakonczona
507399,11032,3745.65,2025-08-14 05:08:35,Elektronika,Online,,,Zakonczona
507400,11486,11.81,2025-01-04 17:21:44,Rozrywka i Streaming,Online,,,Zakonczona
507401,10981,194.53,2025-11-24 18:09:22,Elektronika,BLIK,Sosnowiec ,Polska,Zakonczona
507402,10889,20.1,2025-08-14 13:35:19,Zdrowie i Apteki,Karta,Gliwice,Polska,Zakonczona
507403,10753,28.97,2025-04-14 10:53:26,Elektronika,BLIK,Bytom,Polska,Zakonczona
507404,11275,96.49,2025-10-14 17:08:59,Elektronika,BLIK,Kraków,Polska,Zakonczona
507405,10989,55.44,2025-03-19 14:53:03,Supermarkety,Karta,Zabrze,Polska,Zakonczona
507406,11434,19.49,2025-11-06 20:32:11,Edukacja,Karta,Gliwice,Polska,Zakonczona
507407,11479,16167.63,2025-03-25 08:18:29,Supermarkety,BLIK,Zabrze,Polska,Zakonczona
507408,11114,29.56,2025-12-03 20:10:47,Edukacja,Online,,,Zakonczona
507409,10843,58.19,2025-09-01 13:44:33,Zakupy Odzieżowe,BLIK,Katowice,Polska,Zakonczona
507410,10511,12.67,2025-12-13 12:22:56,Edukacja,Karta,Mikołów,Polska,Zakonczona
507411,10278,28.88,2025-08-26 06:00:50,Paliwo i Transport,BLIK,Rybnik,Polska,Zakonczona
507412,10022,58.3,2025-07-08 03:09:11,Elektronika,Online,,,Zakonczona
507413,11197,2428.38,2025-04-07 17:24:09,Zdrowie i Apteki,BLIK,Tychy,Polska,Zakonczona
507414,10449,69.3,2025-03-01 07:48:21,Paliwo i Transport,BLIK,Sosnowiec,Polska,Zakonczona
507415,10382,,2025-04-08 09:11:21,Supermarkety,Online,,,
507416,10549,107.67,2025-03-03 08:30:48,Paliwo i Transport,Karta,Tychy,Polska,Odrzucona
507417,10328,148.21,2025-01-28 18:45:22,Przelew,Przelew Krajowy,,,Zakonczona
507418,11433,34.93,2025-10-26 06:15:57,Paliwo i Transport,Karta,Bytom,Polska,Zakonczona
507419,10797,103.99,2025-08-22 15:52:40,Rozrywka i Streaming,Online,,,Zakonczona
507420,10878,15.33,2025-08-07 07:47:11,Paliwo i Transport,Online,,,Zakonczona
507421,10028,160.22,2025-02-20 16:54:40,Supermarkety,BLIK,Sosnowiec ,Polska,Zakonczona
507422,10446,14.96,2025-04-29 08:22:04,Supermarkety,Karta,Rybnik,Polska,Zakonczona
507423,10796,107.32,2025-07-29 18:29:16,Przelew,Przelew Krajowy,,,Zakonczona
507424,11357,37.32,2025-02-23 08:13:16,Paliwo i Transport,Online,,,Zakonczona
507425,10083,253.58,2025-03-23 16:23:08,Restauracje i Bary,Karta,Katowice,Polska,Zakonczona
507426,11425,73.88,2025-05-31 15:43:34,Restauracje i Bary,Karta,Zabrze,Polska,Zakonczona
507427,10619,161.33,2025-08-16 08:39:56,Paliwo i Transport,BLIK,Orzesze,Polska,Zakonczona
507428,11034,,2025-09-23 10:34:04,Przelew,Karta,,,
507429,10183,5823.63,2025-05-15 10:28:18,Elektronika,BLIK,Orzesze,Polska,Zakonczona
507430,10578,33.99,2025-04-01 15:14:42,Rachunki i Opłaty,Online,,,Odrzucona
507431,10946,54.85,2025-08-18 10:41:14,Przelew,Przelew Krajowy,,,Zakonczona
507432,10491,38.96,2025-12-04 22:09:42,Zakupy Odzieżowe,BLIK,Warszawa,Polska,Zakonczona
507433,10576,207.22,2025-07-28 09:11:54,Paliwo i Transport,BLIK, Katowice,Polska,Zakonczona
507434,10054,61.4,2025-06-24 13:51:08,Edukacja,BLIK,Mikołów,Polska,Zakonczona
507435,10123,45.32,2025-10-08 14:22:28,Zakupy Odzieżowe,BLIK,Rybnik,Polska,Zakonczona
507436,10992,26.56,2025-01-14 23:57:45,Elektronika,Karta,Bytom,Polska,Odrzucona
507437,10989,59.01,2025-05-23 18:08:32,Rozrywka i Streaming,BLIK,Zabrze,Polska,Zakonczona
507438,11246,17.11,2025-04-12 06:26:11,Supermarkety,Karta,katowice,Polska,Zakonczona
507439,10954,13.98,2025-08-31 16:26:25,Restauracje i Bary,Karta,Mikołów,Polska,Odrzucona
507440,10294,31.44,2025-02-16 19:56:30,Restauracje i Bary,BLIK,Kraków,Polska,Odrzucona
507441,10402,65.29,2025-06-19 10:07:31,Edukacja,BLIK,Chorzów,Polska,Zakonczona
507442,10483,129.34,2025-05-27 17:11:58,Elektronika,BLIK,Tychy  ,Polska,Zakonczona
507443,11367,5.81,2025-08-31 20:23:25,Restauracje i Bary,BLIK,Rybnik,Polska,Zakonczona
507444,11248,35.72,2025-07-12 15:48:03,Supermarkety,BLIK,Sosnowiec,Polska,Zakonczona
507445,11319,222.28,2025-06-17 10:43:51,Supermarkety,BLIK,Mikołów,Polska,Zakonczona
507446,10007,68.5,2025-07-07 00:49:15,Elektronika,Online,,,Zakonczona
507447,10542,115.76,2025-12-03 07:40:35,Paliwo i Transport,BLIK,Mikołów,Polska,Zakonczona
507448,10155,29.73,2025-06-28 07:55:03,Paliwo i Transport,BLIK,Orzesze,Polska,Zakonczona
507449,10526,475.68,2025-10-10 11:19:14,Elektronika,BLIK,Gliwice,Polska,Zakonczona
507450,11482,2003.78,2025-02-03 07:44:47,Paliwo i Transport,Karta,Katowice,Polska,Zakonczona
507451,11500,11003.4,2025-12-08 07:14:49,Paliwo i Transport,Karta,Paryż,Francja,Zakonczona
507452,10773,51.47,2025-03-09 12:40:35,Elektronika,Karta,Bytom,Polska,Zakonczona
507453,10073,35.31,2025-12-22 08:13:53,Supermarkety,Karta,Zabrze,Polska,Zakonczona
507454,10318,108.43,2025-10-22 09:31:58,Supermarkety,BLIK,Gliwice,Polska,Odrzucona
507455,11401,18.04,2025-06-17 08:34:02,Supermarkety,BLIK,Mikołów,Polska,Zakonczona
507456,10781,,2025-05-28 08:47:18,Przelew,BLIK,,,
507457,11013,68.52,2025-03-20 08:02:38,Supermarkety,Online,,,Zakonczona
507458,10057,62.33,2025-12-23 06:32:18,Paliwo i Transport,BLIK,Gliwice,Polska,Zakonczona
507459,10925,26.34,2025-08-12 21:48:50,Edukacja,BLIK,KATOWICE  ,Polska,Zakonczona
507460,10045,,2025-10-07 21:49:05,Przelew,Karta,,,
507461,11486,61.44,2025-04-07 10:26:58,Elektronika,BLIK,Wrocław,Polska,Zakonczona
507462,11415,9.45,2025-07-12 23:58:44,Supermarkety,Karta,Chorzów,Polska,Zakonczona
507463,11286,1385.36,2025-11-10 21:03:48,Przelew,Przelew Krajowy,,,Odrzucona
507464,10356,42.8,2025-02-22 11:00:59,Supermarkety,BLIK,Rybnik,Polska,Zakonczona
507465,10213,57.08,2025-12-12 16:39:53,Restauracje i Bary,Karta,Zabrze,Polska,Zakonczona
507466,11441,64.39,2025-06-07 08:44:31,Paliwo i Transport,Karta,Sosnowiec,Polska,Zakonczona
507467,11293,54.81,2025-12-05 07:04:00,Paliwo i Transport,Online,,,Zakonczona
507468,10382,27.94,2025-10-05 23:29:23,Przelew,Przelew Krajowy,,,Zakonczona
507469,10604,53.69,2025-11-24 00:06:45,Rachunki i Opłaty,Online,,,Zakonczona
507470,10461,183.5,2025-03-31 14:15:10,Elektronika,Karta,Bytom,Polska,Zakonczona
507471,10621,19329.54,2025-05-16 12:30:46,Zdrowie i Apteki,BLIK,Katowice,Polska,Odrzucona
507472,10116,177.62,2025-09-08 10:37:01,Supermarkety,Karta,Orzesze,Polska,Zakonczona
507473,11486,26.51,2025-10-03 14:39:19,Restauracje i Bary,BLIK,Poznań,Polska,Zakonczona
507474,10404,37.61,2025-04-01 07:17:38,Paliwo i Transport,Online,,,Zakonczona
507475,11368,138.69,2025-07-08 12:32:53,Przelew,Przelew Krajowy,,,Zakonczona
507476,10192,,2025-09-25 15:04:51,Przelew,BLIK,,,
507477,10337,50.22,2025-08-07 07:55:28,Paliwo i Transport,Karta,Mikołów,Polska,Zakonczona
507478,10721,10.33,2025-11-30 23:56:24,Zakupy Odzieżowe,Karta,Gliwice,Polska,Zakonczona
507479,11224,47.88,2025-11-06 09:28:24,Paliwo i Transport,BLIK,Zabrze,Polska,Odrzucona
507480,10604,3672.01,2025-10-10 12:36:23,Przelew,Przelew Krajowy,,,Zakonczona
507481,10694,237.17,2025-11-05 11:24:23,Supermarkety,Online,,,Zakonczona
507482,10253,78.63,2025-08-30 06:21:26,Paliwo i Transport,Online,,,Zakonczona
507483,11443,62.31,2025-03-05 10:52:27,Supermarkety,Karta,Bytom,Polska,Zakonczona
507484,10235,41.46,2025-11-24 07:33:08,Paliwo i Transport,Karta,Bytom,Polska,Zakonczona
507485,10500,384.3,2025-02-06 06:52:04,Paliwo i Transport,Online,,,Zakonczona
507486,10878,,2025-02-02 14:42:36,Przelew,BLIK,,,
507487,10203,60.72,2025-08-18 20:35:54,Zakupy Odzieżowe,BLIK,Mikołów,Polska,Zakonczona
